feature,importance
ATF2,0.029113442695600573
LINC00963,0.02747365629920243
KDM2B,0.02502387851912311
PKNOX1,0.024978635627374787
PTK2,0.024974235872767654
WDR20,0.02496840023958239
TRIM39,0.02417024062726661
AGK,0.024141164562041892
ALS2,0.02413071687355277
IFT80,0.02413031937166767
MSL3,0.023307032198984057
ARMC8,0.022469988003253335
SPG7,0.02164605651129047
ATG9A,0.021641170463382604
RBPJ,0.021636292711885843
BRPF1,0.02083634169623177
CAMKK2,0.020828082201000898
GIGYF2,0.020818027357030217
MLLT10,0.0208122925501253
ARID4A,0.020810619036850646
ZDHHC17,0.0208080767942089
NFATC3,0.02025378542088975
STRADA,0.020028127190299085
SLC9A6,0.01999412724455889
ARIH2,0.019971270537281247
ASB3,0.01925149133781263
KAT6B,0.019162468815386163
NR2C2,0.01914359491525643
SMARCAL1,0.019142518021838296
KMT2E,0.019137425948429564
NAA60,0.018349959325832207
AREL1,0.018326636586874494
C2orf42,0.018326518843063324
BBX,0.018316377955339927
TBC1D5,0.01831433195089198
ZNF268,0.018314178401035514
ZNF148,0.01830701980114038
GGA3,0.017611286649815903
WDR45,0.017484958101814718
RBM23,0.016702154796098472
MECP2,0.016691579202649548
REST,0.01667923055081089
ABI2,0.016670079122657697
PHF21A,0.01664728353990277
ST7,0.015885300420474688
ASXL1,0.015018318565417755
GOSR2,0.014997283382997438
RHBDD1,0.014988411761288352
KANSL3,0.0142229121335685
RIC8B,0.01334269926414946
